category,brand,condition,age_months,rating,num_reviews,weight_kg,price
Beauty,Generic,New,4,4.4,345,10.62,18.51
Home & Kitchen,Budget,New,33,4.1,606,19.59,38.86
Sports,Standard,New,42,4.9,573,17.73,66.51
Sports,Premium,Like New,42,3.4,406,16.75,96.78
Automotive,Budget,Like New,57,4.8,293,8.06,56.37
Beauty,SportMax,Like New,28,3.6,133,1.3,42.59
Clothing,Generic,Fair,59,3.1,862,9.01,5.0
Home & Kitchen,HomeStyle,Fair,23,4.5,526,4.41,31.54
Electronics,Standard,Like New,37,4.1,11,17.04,266.09
Home & Kitchen,HomeStyle,Fair,33,4.3,38,16.9,34.8
Automotive,Premium,Fair,42,3.0,941,2.0,108.95
Health,Luxury,Like New,56,3.5,830,5.63,63.0
Books,BasicValue,Fair,17,4.0,701,15.16,5.0
Electronics,EcoFriendly,New,10,3.8,995,2.57,749.6
Clothing,TechPro,Fair,37,4.1,981,15.88,39.58
Automotive,BasicValue,Refurbished,50,3.1,682,6.69,39.61
Food,Generic,New,17,4.1,902,6.53,5.0
Automotive,TechPro,Fair,50,3.5,776,8.15,92.86
Food,BasicValue,Refurbished,11,4.4,829,11.0,6.02
Automotive,Luxury,New,54,3.7,535,1.58,292.8
Food,Premium,Fair,27,4.3,148,8.87,11.54
Health,EcoFriendly,Refurbished,37,3.5,233,17.0,31.69
Clothing,Generic,Fair,17,4.7,196,3.63,10.63
Automotive,Standard,Fair,30,3.7,529,5.31,84.19
Health,EcoFriendly,Fair,0,3.2,961,6.11,43.65
Beauty,Premium,Like New,0,3.9,809,3.8,68.95
Books,Luxury,Fair,19,4.5,99,5.42,23.69
Toys,HomeStyle,Like New,26,3.8,813,15.22,21.46
Food,Luxury,Refurbished,53,3.6,20,11.94,12.74
Toys,BasicValue,Fair,36,4.2,663,9.32,5.76
Home & Kitchen,Generic,Fair,33,4.3,184,5.56,14.62
Beauty,EcoFriendly,Fair,9,4.6,993,17.06,24.96
Home & Kitchen,BasicValue,Like New,4,4.2,651,13.44,37.52
Books,Standard,Fair,4,3.3,319,0.4,9.34
Home & Kitchen,Budget,Like New,16,4.5,581,8.65,34.74
Home & Kitchen,BasicValue,Fair,38,4.6,519,5.96,14.58
Clothing,TechPro,Fair,14,4.0,46,7.89,43.72
Books,Luxury,Like New,32,4.9,269,4.7,30.93
Food,Premium,New,35,4.2,719,0.13,15.64
Toys,Generic,Good,49,3.7,567,7.02,5.0
Home & Kitchen,Budget,Refurbished,55,5.0,473,3.75,13.28
Electronics,Standard,Good,54,4.0,903,11.12,160.96
Beauty,Standard,Refurbished,20,4.8,626,12.12,27.9
Sports,Standard,Refurbished,0,4.4,544,16.43,74.25
Sports,HomeStyle,Good,40,3.9,326,3.86,56.41
Toys,EcoFriendly,New,42,3.6,992,3.59,24.54
Food,Generic,Like New,4,4.5,871,17.46,6.13
Food,BasicValue,New,48,4.2,925,12.46,5.0
Electronics,HomeStyle,Fair,50,5.0,72,9.89,171.26
Clothing,Standard,Refurbished,37,3.2,344,9.39,27.18
Health,Standard,Refurbished,0,4.0,66,7.65,35.34
Electronics,SportMax,New,39,4.1,957,7.18,412.94
Home & Kitchen,Standard,Like New,28,5.0,99,6.52,68.18
Toys,Budget,Good,16,4.5,291,2.15,13.82
Automotive,SportMax,Fair,35,3.2,335,18.55,120.77
Clothing,Budget,Good,38,3.7,669,15.97,15.37
Toys,Budget,New,47,3.6,693,11.27,11.88
Sports,HomeStyle,Fair,11,4.3,462,15.29,56.99
Electronics,Luxury,Fair,54,4.5,92,7.49,334.26
Toys,Generic,Refurbished,1,4.3,277,18.49,9.02
Home & Kitchen,Standard,Good,25,4.7,94,14.17,44.68
Toys,TechPro,Good,32,4.6,968,13.47,25.96
Sports,Budget,Refurbished,22,4.3,897,19.8,33.12
Beauty,Luxury,Like New,38,3.4,191,15.3,51.0
Beauty,TechPro,Fair,56,3.7,621,0.33,14.9
Automotive,SportMax,Good,52,4.8,489,5.2,101.71
Electronics,HomeStyle,Like New,25,4.4,218,12.02,395.1
Electronics,SportMax,New,23,3.6,413,6.96,602.05
Clothing,EcoFriendly,Good,58,3.9,427,5.55,22.32
Beauty,Budget,Fair,3,4.3,377,12.33,13.21
Electronics,TechPro,New,41,4.8,813,6.35,576.41
Home & Kitchen,BasicValue,New,2,3.8,73,0.27,47.82
Food,Generic,Fair,14,4.8,775,19.39,5.0
Beauty,SportMax,Good,31,3.1,319,15.7,28.71
Toys,EcoFriendly,New,22,4.8,948,1.08,37.98
Books,SportMax,Refurbished,55,4.0,422,4.08,10.63
Home & Kitchen,TechPro,Fair,12,4.3,836,16.93,76.73
Sports,SportMax,Refurbished,58,4.6,168,1.13,45.66
Health,HomeStyle,Good,49,4.3,96,4.59,28.67
Beauty,Luxury,Good,30,3.4,978,9.72,55.37
Clothing,Premium,Refurbished,9,3.3,903,15.69,46.46
Toys,TechPro,Like New,19,3.1,711,10.0,40.17
Food,SportMax,Good,33,4.7,104,8.47,11.0
Sports,Standard,Refurbished,56,4.5,189,17.3,34.46
Food,Generic,Refurbished,5,4.1,847,0.39,5.0
Toys,Budget,New,14,4.0,727,9.09,17.72
Electronics,SportMax,Refurbished,27,4.5,539,17.59,436.82
Books,Luxury,Good,50,4.9,920,14.78,24.97
Beauty,SportMax,New,40,4.7,188,11.75,43.83
Electronics,EcoFriendly,Good,16,4.1,576,6.15,353.69
Food,EcoFriendly,New,49,5.0,763,3.82,13.5
Electronics,Standard,Fair,38,5.0,11,11.35,199.56
Books,BasicValue,New,11,3.4,62,8.07,10.45
Automotive,EcoFriendly,Like New,17,3.7,56,14.05,215.59
Health,BasicValue,Refurbished,4,3.3,220,5.38,17.48
Health,Luxury,Good,59,4.2,637,12.95,60.11
Books,Generic,Refurbished,23,3.4,532,17.74,5.0
Home & Kitchen,TechPro,Refurbished,47,3.7,939,6.7,59.77
Sports,Standard,Good,49,3.6,740,16.67,43.5
Food,BasicValue,Like New,16,4.2,296,0.22,6.35
Toys,HomeStyle,New,0,4.7,228,13.93,41.35
Home & Kitchen,TechPro,Fair,14,3.9,619,16.36,69.66
Clothing,Standard,New,31,4.1,675,4.6,29.99
Beauty,Budget,Fair,2,4.9,602,15.27,12.24
Sports,HomeStyle,New,55,4.3,418,5.99,52.45
Toys,SportMax,Fair,18,3.7,331,12.15,19.52
Health,SportMax,Refurbished,24,3.4,60,5.92,56.04
Beauty,Generic,Refurbished,3,3.8,122,7.55,10.63
Automotive,TechPro,Fair,7,3.2,945,7.82,187.58
Automotive,TechPro,Like New,19,4.5,375,11.45,296.02
Home & Kitchen,SportMax,Like New,1,3.1,440,11.68,114.05
Automotive,HomeStyle,Like New,33,3.2,567,1.58,109.55
Food,SportMax,New,49,3.6,152,10.89,13.79
Sports,HomeStyle,Fair,42,3.6,203,3.82,37.27
Electronics,Budget,Refurbished,1,3.8,950,4.57,179.15
Toys,Standard,Refurbished,50,3.8,370,19.79,10.91
Beauty,Standard,New,56,3.6,702,15.88,17.58
Toys,BasicValue,Good,49,4.7,694,12.12,5.0
Electronics,SportMax,Like New,53,3.7,333,13.0,333.06
Clothing,EcoFriendly,Good,17,4.7,118,0.12,42.86
Toys,Generic,Good,46,3.5,360,3.92,5.09
Automotive,Premium,Like New,15,3.8,739,11.65,279.43
Home & Kitchen,BasicValue,Fair,52,4.1,684,5.18,11.8
Electronics,Generic,Good,31,3.6,281,2.11,112.8
Sports,Budget,Fair,28,3.6,652,12.89,23.69
Electronics,Standard,Refurbished,8,4.1,894,13.28,385.27
Toys,Standard,New,14,3.6,681,13.69,31.75
Beauty,HomeStyle,Refurbished,29,4.5,549,5.05,24.25
Books,BasicValue,Fair,52,4.3,962,7.78,5.0
Toys,TechPro,Fair,4,4.8,421,2.69,34.25
Health,Budget,Like New,56,4.1,519,2.28,15.51
Food,HomeStyle,Fair,40,3.7,780,10.88,5.01
Automotive,Budget,Good,18,3.2,178,16.06,75.8
Clothing,BasicValue,Refurbished,51,4.8,242,5.35,9.73
Beauty,TechPro,Like New,7,4.4,386,18.96,72.16
Beauty,EcoFriendly,Refurbished,41,3.8,446,8.57,22.69
Electronics,HomeStyle,Good,57,4.0,518,13.94,220.63
Clothing,Budget,New,59,4.3,626,9.57,11.08
Health,Generic,Refurbished,37,3.8,771,16.43,14.26
Clothing,SportMax,New,32,4.9,789,17.82,54.65
Sports,BasicValue,Refurbished,42,3.3,605,5.3,22.08
Health,Premium,Refurbished,28,4.0,448,2.79,52.54
Food,Luxury,Fair,38,4.7,443,14.73,12.91
Food,Premium,New,53,3.1,149,18.3,11.74
Food,Budget,New,8,3.2,722,9.85,10.56
Books,Luxury,Like New,29,3.3,792,16.23,34.79
Health,HomeStyle,New,38,4.4,328,8.14,52.45
Food,BasicValue,Good,13,3.7,276,3.4,5.59
Beauty,BasicValue,New,17,3.5,319,18.35,16.49
Automotive,Premium,Good,55,3.1,307,5.88,111.85
Beauty,Budget,Fair,34,4.7,88,0.26,10.44
Electronics,SportMax,Good,50,4.4,166,13.41,313.33
Beauty,Generic,New,31,4.1,149,7.0,13.96
Clothing,Standard,Refurbished,41,4.0,30,1.53,23.51
Home & Kitchen,Generic,Like New,37,3.8,387,6.8,18.71
Home & Kitchen,Generic,New,45,4.8,244,4.99,24.04
Home & Kitchen,Generic,Fair,34,4.5,582,17.77,12.04
Home & Kitchen,Premium,Refurbished,21,4.3,533,15.06,68.95
Toys,Budget,New,14,3.9,626,4.63,17.32
Electronics,Generic,Fair,8,4.4,584,5.09,115.25
Clothing,EcoFriendly,Like New,44,4.7,569,5.75,33.42
Beauty,EcoFriendly,Good,41,4.5,73,4.12,25.04
Beauty,Standard,New,34,4.8,49,9.58,31.84
Sports,Luxury,Refurbished,5,3.6,902,13.27,165.49
Health,Luxury,Fair,30,3.2,757,2.34,59.19
Food,SportMax,Fair,14,3.2,203,11.25,10.54
Clothing,Generic,New,40,3.3,491,18.15,14.61
Toys,HomeStyle,Refurbished,2,3.2,656,11.44,23.54
Beauty,Standard,Fair,1,3.4,535,6.61,19.78
Electronics,TechPro,Like New,18,4.9,882,4.74,796.74
Electronics,Generic,Refurbished,55,4.9,708,14.99,79.28
Health,Standard,Like New,32,3.4,656,10.95,45.89
Food,Budget,Good,29,3.2,685,6.5,5.06
Health,TechPro,Fair,34,3.1,900,15.89,41.98
Clothing,SportMax,Like New,52,3.7,633,13.38,26.94
Home & Kitchen,EcoFriendly,Refurbished,35,4.2,732,10.9,50.22
Home & Kitchen,Luxury,Refurbished,31,4.5,343,19.5,96.37
Beauty,SportMax,Fair,33,4.6,272,12.26,21.14
Electronics,Premium,Fair,28,4.6,309,9.41,310.21
Health,Generic,Like New,4,4.2,724,2.99,22.96
Electronics,Premium,Fair,53,4.8,787,0.1,231.99
Books,BasicValue,Good,16,3.1,269,8.66,6.38
Beauty,EcoFriendly,Like New,49,3.7,261,19.54,25.49
Health,SportMax,Good,6,3.8,946,15.02,59.98
Electronics,Budget,Refurbished,12,4.0,710,7.56,184.18
Health,Standard,Good,16,4.4,612,15.32,34.96
Clothing,TechPro,New,53,4.6,215,17.93,50.53
Home & Kitchen,SportMax,Good,52,3.6,113,2.1,41.18
Beauty,Luxury,Refurbished,35,3.1,292,19.92,41.15
Food,EcoFriendly,Good,9,3.3,22,4.35,12.69
Books,HomeStyle,Good,45,4.2,552,19.98,8.86
Sports,EcoFriendly,Good,51,3.8,958,2.1,46.8
Sports,HomeStyle,Refurbished,43,3.3,629,12.54,51.8
Toys,Premium,Like New,27,4.8,785,19.2,29.29
Electronics,BasicValue,Fair,59,4.0,48,11.48,52.14
Electronics,Premium,Like New,47,4.1,756,18.87,427.76
Beauty,SportMax,Fair,52,4.0,779,10.38,15.83
Beauty,SportMax,New,27,3.3,106,6.75,42.09
Clothing,SportMax,New,30,4.1,198,12.53,51.66
Automotive,Standard,Good,21,4.9,572,10.45,129.96
Beauty,BasicValue,Good,50,3.3,343,15.6,7.02
Beauty,Budget,New,2,4.7,410,14.28,25.72
Clothing,HomeStyle,Good,8,4.1,672,1.6,40.04
Sports,HomeStyle,New,0,4.8,400,10.98,136.05
Sports,Premium,Good,49,3.6,327,16.09,63.16
Toys,Luxury,New,1,3.1,126,6.86,106.32
Health,Generic,Like New,30,4.5,317,15.69,17.9
Sports,HomeStyle,Good,54,4.4,623,7.56,49.5
Electronics,Generic,Fair,49,3.9,576,17.49,58.91
Health,Luxury,New,14,3.3,648,17.29,152.43
Sports,TechPro,New,4,4.8,233,16.28,215.62
Books,BasicValue,Refurbished,24,4.1,648,19.92,5.84
Automotive,Budget,Refurbished,9,4.5,345,10.05,93.46
Sports,BasicValue,Refurbished,37,4.9,220,17.43,20.78
Health,Budget,New,53,4.4,52,18.8,15.58
Health,Budget,New,18,3.0,46,12.68,28.63
Home & Kitchen,Generic,Refurbished,23,4.1,173,16.37,15.32
Sports,SportMax,Good,27,4.4,58,12.47,93.64
Sports,Premium,Refurbished,43,3.3,380,18.04,75.54
Health,Generic,Refurbished,24,4.5,14,2.3,15.47
Automotive,Premium,Fair,50,4.1,635,11.54,100.36
Electronics,EcoFriendly,Fair,5,4.7,532,6.31,308.52
Beauty,Generic,New,48,3.8,89,2.49,10.41
Food,HomeStyle,Fair,37,5.0,623,19.53,7.16
Toys,SportMax,New,15,4.6,145,12.99,46.32
Sports,Premium,Good,2,4.9,486,4.83,122.38
Beauty,SportMax,Fair,0,3.2,476,16.32,32.35
Toys,Premium,Fair,56,3.1,112,14.58,12.38
Sports,EcoFriendly,New,33,3.3,214,1.96,91.53
Health,Premium,Like New,37,3.7,193,0.22,64.67
Beauty,Standard,Like New,14,3.6,674,18.18,30.46
Sports,Budget,Good,34,4.8,256,18.81,32.19
Books,Standard,New,23,3.1,675,7.39,17.53
Electronics,HomeStyle,Fair,52,4.7,797,3.7,134.34
Electronics,BasicValue,Good,20,3.6,274,19.21,143.73
Books,Luxury,New,36,4.2,329,14.96,34.09
Automotive,Luxury,Good,38,4.4,721,4.92,213.79
Electronics,EcoFriendly,Refurbished,57,3.4,832,13.63,187.62
Sports,Standard,Refurbished,52,3.7,933,6.06,31.38
Health,HomeStyle,New,34,4.1,819,14.55,45.38
Automotive,BasicValue,New,32,4.1,842,12.86,93.51
Clothing,Premium,New,14,4.7,933,19.63,76.77
Beauty,EcoFriendly,New,45,3.3,572,8.21,31.06
Home & Kitchen,Premium,Fair,46,3.8,634,16.43,38.98
Electronics,Generic,Refurbished,40,3.8,793,5.84,104.17
Beauty,Standard,New,14,3.2,414,18.3,31.92
Electronics,SportMax,New,28,3.5,887,17.26,620.22
Books,TechPro,Fair,35,3.5,302,16.36,11.68
Clothing,BasicValue,Fair,41,4.4,839,18.9,7.97
Sports,BasicValue,Refurbished,27,4.8,333,4.62,26.74
Electronics,HomeStyle,Fair,58,3.7,561,19.38,118.77
Automotive,TechPro,Refurbished,27,3.5,19,3.48,228.12
Health,Standard,Good,59,4.6,188,19.95,19.42
Electronics,HomeStyle,Refurbished,3,3.9,595,4.1,313.37
Toys,BasicValue,Like New,14,3.7,828,12.74,13.45
Clothing,Standard,New,6,4.9,368,4.54,54.96
Health,Standard,Refurbished,28,3.7,237,8.79,34.16
Sports,BasicValue,Like New,8,3.4,649,19.18,55.22
Food,Generic,Good,34,4.9,838,0.96,5.0
Beauty,HomeStyle,Refurbished,16,3.7,307,3.51,24.95
Automotive,Budget,Like New,17,3.8,139,4.13,84.48
Home & Kitchen,Premium,New,29,3.1,580,13.11,110.62
Home & Kitchen,Generic,Refurbished,53,4.4,982,0.19,11.0
Beauty,SportMax,Good,14,4.1,481,18.89,40.85
Books,BasicValue,Refurbished,56,3.7,815,15.26,5.0
Home & Kitchen,Budget,Fair,51,4.3,440,10.8,13.14
Books,BasicValue,Good,55,4.5,562,2.07,5.0
Books,EcoFriendly,New,25,4.8,961,11.28,22.02
Food,BasicValue,Like New,12,4.1,630,8.74,7.2
Electronics,Luxury,Refurbished,28,4.5,132,12.57,663.24
Food,Premium,Fair,54,3.6,43,3.82,7.12
Toys,Luxury,Like New,39,3.4,892,6.79,35.43
Sports,Standard,Good,53,3.5,770,7.95,36.97
Sports,HomeStyle,Fair,10,3.7,447,8.0,56.91
Health,EcoFriendly,Refurbished,5,3.2,783,19.92,40.43
Health,EcoFriendly,Refurbished,36,3.7,380,10.23,35.9
Books,TechPro,Good,37,3.6,838,10.14,18.72
Home & Kitchen,Standard,Fair,29,4.3,13,17.12,35.47
Electronics,HomeStyle,Like New,25,3.4,904,3.88,313.1
Electronics,Luxury,Like New,18,4.9,782,7.27,1001.0
Automotive,BasicValue,Like New,27,3.5,9,15.7,69.0
Sports,HomeStyle,Good,18,3.6,183,14.35,76.95
Beauty,Luxury,Fair,11,3.6,595,1.03,56.67
Home & Kitchen,Premium,Good,8,3.4,289,18.66,93.97
Electronics,Standard,Good,48,3.5,739,19.5,226.95
Electronics,SportMax,New,58,3.9,636,3.48,395.48
Home & Kitchen,Generic,Fair,16,3.5,390,14.6,12.72
Sports,BasicValue,Good,46,4.7,821,5.39,20.83
Electronics,Premium,Like New,27,3.1,945,0.83,607.02
Sports,Generic,Like New,18,3.4,225,14.37,30.18
Sports,Generic,Like New,30,3.5,98,0.53,27.47
Toys,SportMax,Like New,23,4.9,814,12.07,35.88
Home & Kitchen,Luxury,New,25,4.7,458,10.84,165.1
Home & Kitchen,Generic,New,28,3.3,972,7.57,31.51
Electronics,Budget,Fair,19,3.5,77,16.06,154.35
Clothing,EcoFriendly,Like New,33,4.1,743,16.49,42.88
Books,HomeStyle,Like New,54,3.0,825,13.08,9.15
Toys,EcoFriendly,Like New,55,3.7,532,11.45,17.54
Food,BasicValue,Fair,24,3.4,597,17.66,5.0
Clothing,Standard,Like New,3,4.1,961,9.34,43.55
Home & Kitchen,Luxury,Like New,35,3.3,123,9.25,129.66
Food,TechPro,Good,25,3.2,897,2.61,14.26
Toys,BasicValue,Fair,56,4.8,879,13.7,5.0
Sports,Premium,Refurbished,25,3.9,227,6.65,82.08
Health,Luxury,Refurbished,37,4.0,40,13.07,69.67
Books,Budget,Good,44,3.6,487,0.87,5.83
Sports,Premium,Good,0,3.8,121,18.78,119.07
Home & Kitchen,SportMax,Refurbished,8,3.1,808,16.22,73.05
Automotive,Luxury,New,43,4.1,194,11.14,299.07
Automotive,BasicValue,New,35,4.0,157,9.0,70.17
Home & Kitchen,SportMax,Fair,26,4.7,307,2.14,54.68
Food,EcoFriendly,Fair,4,5.0,567,11.87,9.92
Food,HomeStyle,Like New,49,3.5,868,8.18,8.18
Toys,EcoFriendly,Refurbished,47,4.7,999,12.6,16.48
Automotive,HomeStyle,Fair,54,4.7,547,15.74,65.73
Books,BasicValue,Fair,57,4.1,912,3.67,5.0
Health,Premium,Like New,5,4.3,420,6.78,113.88
Sports,Luxury,Fair,9,3.9,939,7.28,135.65
Sports,TechPro,Like New,12,4.2,495,14.05,179.43
Books,TechPro,Fair,30,3.7,869,11.12,15.83
Health,Budget,Good,11,3.1,530,11.06,22.69
Books,SportMax,New,40,3.0,334,5.67,22.44
Home & Kitchen,Standard,Good,27,3.7,886,9.24,54.83
Automotive,SportMax,Good,16,4.8,299,7.16,222.67
Sports,BasicValue,New,59,3.2,749,15.78,20.63
Automotive,SportMax,Refurbished,36,3.9,244,10.27,152.55
Toys,TechPro,Fair,4,4.8,946,6.31,34.55
Automotive,TechPro,Fair,58,4.4,730,7.74,81.83
Toys,HomeStyle,Good,9,3.7,897,4.18,24.96
Books,TechPro,New,39,4.9,588,5.59,31.66
Home & Kitchen,HomeStyle,Like New,20,3.8,352,7.82,54.62
Books,Standard,Good,8,3.8,721,14.98,14.6
Clothing,Generic,Refurbished,26,3.8,957,4.62,11.15
Food,SportMax,New,13,3.9,409,3.85,24.45
Books,Luxury,New,31,3.0,422,9.93,35.71
Clothing,Standard,Good,5,3.0,671,10.56,37.33
Electronics,SportMax,Like New,32,3.6,754,0.65,496.11
Toys,Luxury,Good,20,4.3,16,4.25,48.05
Books,Generic,Good,11,4.7,728,6.08,5.0
Sports,BasicValue,Like New,30,3.5,102,7.8,40.05
Food,Generic,New,0,3.1,664,17.54,6.02
Books,Generic,Good,45,4.4,815,19.65,5.0
Beauty,TechPro,Refurbished,5,3.2,175,2.31,46.89
Electronics,HomeStyle,Refurbished,18,3.5,978,18.9,296.17
Home & Kitchen,TechPro,Like New,45,3.3,62,13.8,87.06
Sports,Luxury,Fair,39,3.7,127,14.09,82.8
Sports,SportMax,Refurbished,55,4.3,871,0.74,55.0
Food,HomeStyle,Fair,1,4.1,282,13.78,11.19
Toys,Standard,Good,38,4.2,721,17.11,14.44
Sports,TechPro,Fair,22,3.1,734,2.57,76.05
Sports,HomeStyle,Fair,7,4.9,537,19.48,67.54
Food,Premium,Good,50,4.7,402,1.29,11.45
Home & Kitchen,BasicValue,Like New,18,3.2,652,8.5,30.12
Books,Premium,Fair,20,4.7,817,0.99,17.39
Toys,EcoFriendly,Like New,5,4.7,961,18.5,38.68
Beauty,TechPro,Fair,51,4.2,598,18.82,21.55
Food,Generic,Good,45,3.2,55,2.32,5.0
Health,Premium,Refurbished,21,4.6,310,2.92,66.29
Electronics,Budget,Like New,59,4.5,667,0.77,136.93
Toys,BasicValue,Refurbished,13,4.2,665,9.73,8.1
Health,BasicValue,Fair,54,3.9,465,4.68,9.13
Beauty,Luxury,Fair,54,4.9,586,13.11,25.47
Clothing,SportMax,Fair,59,4.6,250,2.08,19.68
Sports,HomeStyle,New,45,3.4,849,19.44,68.94
Toys,BasicValue,Fair,1,3.0,289,18.12,8.96
Books,Standard,Like New,28,3.1,562,12.83,15.75
Clothing,SportMax,Like New,0,3.4,248,18.19,76.16
Electronics,BasicValue,Fair,44,3.8,386,5.01,73.68
Electronics,Budget,Like New,34,3.8,655,6.04,161.33
Clothing,TechPro,Good,38,4.0,122,17.09,42.65
Sports,Luxury,Good,35,4.2,838,15.81,145.41
Food,Standard,Fair,39,4.8,942,8.42,6.32
Electronics,EcoFriendly,Refurbished,8,3.2,532,18.73,420.29
Electronics,Budget,Good,15,3.9,729,4.52,217.25
Beauty,TechPro,Like New,10,4.0,846,9.14,49.16
Clothing,Budget,Refurbished,59,4.2,1,6.82,8.9
Beauty,HomeStyle,New,18,4.0,77,19.37,43.71
Beauty,Luxury,Like New,23,4.9,28,14.49,65.68
Sports,Generic,Fair,57,3.4,282,17.07,9.45
Automotive,Budget,Refurbished,3,4.4,937,10.42,81.57
Health,Generic,Refurbished,43,3.9,406,1.54,11.53
Sports,SportMax,Fair,6,3.1,770,18.53,84.45
Books,Luxury,New,49,4.9,557,2.66,28.79
Home & Kitchen,HomeStyle,New,50,3.6,842,13.98,49.84
Beauty,BasicValue,Like New,33,4.7,977,6.1,12.45
Food,EcoFriendly,Refurbished,23,5.0,110,9.78,9.55
Automotive,HomeStyle,Fair,14,4.0,155,7.33,107.38
Health,Premium,New,33,3.2,709,16.2,74.87
Books,HomeStyle,Good,4,3.5,334,15.14,19.52
Books,TechPro,Refurbished,39,3.2,766,17.82,13.57
Home & Kitchen,TechPro,Like New,21,5.0,615,18.75,104.96
Home & Kitchen,BasicValue,Fair,58,3.4,647,4.35,8.38
Automotive,TechPro,Like New,51,3.6,977,2.13,152.91
Health,Standard,Fair,20,4.9,414,4.46,27.67
Electronics,Luxury,Like New,45,3.4,973,2.08,663.34
Books,SportMax,Good,34,3.4,169,3.8,16.77
Clothing,Luxury,Fair,3,3.3,462,3.36,65.17
Beauty,SportMax,New,30,4.3,480,18.77,52.09
Toys,Standard,New,6,3.6,691,9.04,34.49
Food,EcoFriendly,Fair,33,3.5,256,6.43,5.81
Automotive,Budget,Good,41,4.1,765,1.62,55.67
Sports,SportMax,New,14,3.0,86,18.76,129.28
Automotive,Premium,New,33,5.0,759,5.71,267.01
Automotive,TechPro,Good,29,4.5,134,7.84,238.75
Beauty,Luxury,Fair,48,4.6,745,5.21,28.24
Electronics,Premium,Good,12,3.8,543,13.97,534.98
Clothing,Budget,Good,16,4.4,482,4.39,18.36
Automotive,HomeStyle,Fair,45,3.5,544,16.4,60.25
Clothing,Standard,Refurbished,24,3.2,896,15.16,28.29
Sports,HomeStyle,Like New,12,4.9,373,18.18,87.68
Automotive,Generic,Like New,1,4.2,868,0.33,81.21
Home & Kitchen,Premium,Refurbished,8,3.3,333,6.11,93.85
Clothing,Budget,Good,47,3.6,553,5.53,12.16
Clothing,SportMax,Fair,18,3.3,399,6.31,37.44
Home & Kitchen,Standard,New,57,3.5,649,3.74,44.93
Books,Budget,Fair,15,3.8,575,1.27,5.0
Toys,Budget,Like New,1,4.0,365,3.83,17.09
Electronics,SportMax,Like New,40,5.0,48,8.69,520.82
Automotive,Premium,Refurbished,22,4.9,472,15.11,196.39
Clothing,TechPro,Good,6,3.3,57,2.59,66.98
Automotive,Premium,Refurbished,47,4.1,184,18.45,124.73
Electronics,Premium,Fair,56,3.2,506,3.29,216.26
Sports,Luxury,Good,19,3.1,994,10.24,178.56
Sports,Luxury,New,4,3.6,9,17.71,273.14
Electronics,TechPro,New,54,3.7,220,16.0,512.6
Electronics,EcoFriendly,Like New,58,3.6,103,6.25,217.07
Clothing,Luxury,New,0,4.3,362,4.66,132.64
Home & Kitchen,Budget,New,34,4.0,555,10.19,32.03
Beauty,SportMax,New,30,3.2,4,14.26,46.09
Toys,EcoFriendly,Refurbished,8,3.4,77,8.86,22.26
Sports,BasicValue,Like New,28,4.7,346,14.51,37.21
Food,TechPro,Fair,2,4.2,111,5.53,16.26
Clothing,Luxury,Like New,17,3.2,427,2.04,115.85
Clothing,EcoFriendly,Good,28,4.0,231,10.49,36.91
Home & Kitchen,Premium,Fair,24,3.1,423,1.05,59.84
Toys,Premium,Fair,44,4.2,627,2.26,18.97
Sports,HomeStyle,Like New,40,4.5,387,6.76,69.01
Clothing,Generic,Refurbished,30,3.3,138,6.93,10.42
Toys,Premium,New,14,3.3,649,8.37,48.21
Sports,TechPro,Good,24,3.1,805,6.26,107.29
Health,HomeStyle,New,33,3.4,234,12.43,51.12
Food,BasicValue,Like New,12,3.3,602,18.98,6.13
Books,Standard,Refurbished,0,3.4,196,14.88,13.02
Toys,TechPro,Like New,15,5.0,818,1.83,45.1
Toys,Budget,Good,32,4.6,732,1.59,10.02
Automotive,Standard,Good,40,4.3,41,10.18,101.22
Electronics,BasicValue,Refurbished,10,4.2,664,19.5,146.71
Automotive,TechPro,Refurbished,9,4.9,818,13.74,314.61
Sports,SportMax,Refurbished,4,4.0,219,17.99,120.97
Electronics,Luxury,New,17,4.6,921,7.96,1126.08
Health,Standard,Good,46,3.7,362,15.26,25.24
Sports,TechPro,Like New,20,3.5,863,11.05,128.76
Health,Standard,New,22,3.8,82,16.85,55.47
Home & Kitchen,EcoFriendly,Fair,12,3.2,603,4.11,44.77
Books,Luxury,Like New,14,3.7,382,7.16,41.79
Beauty,Luxury,New,24,3.8,267,18.22,82.98
Sports,BasicValue,Fair,57,3.2,986,12.01,13.0
Toys,Budget,Good,17,4.7,110,14.76,12.83
Toys,Premium,Refurbished,37,3.7,648,11.52,24.64
Beauty,Generic,New,25,3.3,429,11.54,14.12
Sports,EcoFriendly,Good,4,3.7,754,10.85,128.23
Sports,Luxury,Refurbished,45,3.0,834,12.15,83.36
Electronics,Luxury,Like New,41,3.8,888,1.64,674.54
Health,TechPro,Refurbished,0,4.5,443,17.28,75.65
Toys,Budget,Fair,45,4.0,100,9.04,6.44
Electronics,Standard,Fair,53,3.1,253,2.09,102.77
Clothing,Luxury,New,3,3.2,19,12.73,151.29
Home & Kitchen,Luxury,Like New,56,3.8,300,11.02,95.32
Clothing,Budget,Refurbished,6,3.4,132,11.29,24.18
Food,Luxury,Like New,55,5.0,629,3.01,16.42
Food,Standard,Fair,59,4.0,627,11.04,5.0
